id	artist	album	year	lane	secondary	priority	start_here	lineage
A1454	The Jayhawks	Hollywood Town Hall	1992	V9		Essential	Y	Builds directly on Blue Earth, with Drakoulias's production giving the Olson-Louris songwriting partnership its widest canvas yet.
A1455	Souled American	Sonny	1992	V9		Deep cut		Applies Souled American's glacial reworking of country song forms directly to the tradition itself, making explicit the roots the band's originals only gestured toward.
A1456	Uncle Tupelo	March 16-20, 1992	1992	V9		Essential		Points straight back to the Carter Family, the Louvin Brothers (whose 'Atomic Power' it covers) and the old-time tradition R1 covers; the hushed, folk-leaning side of Son Volt and Jay Farrar's solo work sounds like it grew from here.
A1457	The Bottle Rockets	The Bottle Rockets	1993	V9		Recommended		Grew directly out of the Belleville/St. Louis scene around Uncle Tupelo, with Henneman's Telecaster work carrying the region's blue-collar storytelling tradition forward.
A1458	Freakwater	Feels Like the Third Time	1993	V9		Essential		Sounds rooted in Louvin Brothers and Carter Family close-harmony singing, brought into the Chicago insurgent-country scene through Bean's ties to Eleventh Dream Day.
A1459	Uncle Tupelo	Anodyne	1993	V9		Essential	Y	The culmination of the No Depression/Still Feel Gone/March 16-20 arc; after it the band split into Son Volt's traditionalist wing and Wilco's more expansive one.
A1460	The Walkabouts	New West Motel	1993	V9		Deep cut		Continues the Walkabouts' country-rock direction from Scavenger.
A1461	The Bottle Rockets	The Brooklyn Side	1994	V9		Essential		The clearest example of the Southern-storytelling-rock strand within insurgent country; Drive-By Truckers and the V3 lane sound indebted to it.
A1462	The Handsome Family	Odessa	1994	V9		Recommended		A key early document of the gothic-country wing of insurgent country, built on Southern gothic storytelling closer to folklore than to Nashville songcraft.
A1463	Old 97's	Hitchhike to Rhome	1994	V9		Recommended		A ground-floor document of the Texas wing of insurgent country, cut fast on a local indie label before Bloodshot and then Elektra picked the band up.
A1464	Richard Buckner	Bloomed	1994	V9		Recommended		Emerges from the same Texas roots-music circles as Lloyd Maines's other work, joining the wider insurgent-country movement as its most purely literary songwriter.
A1465	Souled American	Frozen	1994	V9		Deep cut		Continues Souled American's singular, glacially slow approach to country song form on a new small label after the collapse of their original American distribution.
A1466	Blue Mountain	Dog Days	1995	V9		Recommended		Brings Southern-rock guitar into 1990s insurgent country from Mississippi, sounding like a regional cousin to the Bottle Rockets' Missouri storytelling.
A1467	Dolly Varden	Mouthful of Lies	1995	V9		Recommended		Formed from the ashes of the twang-punk band Stump the Host, part of the same mid-1990s Chicago scene as the Waco Brothers and Freakwater, though working in a warmer, duet-driven pop-country idiom.
A1468	Freakwater	Old Paint	1995	V9		Recommended		A continuation of the close-harmony, old-time-rooted sound established on 'Feels Like the Third Time', tightening the band's songwriting without changing its stripped-down approach.
A1469	The Geraldine Fibbers	Lost Somewhere Between the Earth and My Home	1995	V9		Recommended		Carla Bozulich's move from the industrial dance-rock of Ethyl Meatplow toward country and old-time forms played at noise-rock volume, a documented outlier within 1990s insurgent country that anticipates later noise-adjacent Americana.
A1470	Golden Smog	Down by the Old Mainstream	1995	V9		Recommended		A direct crossroads of the era's key bands, with members of the Jayhawks, Soul Asylum, and Wilco proving how interconnected the Minneapolis and Chicago insurgent-country scenes were.
A1471	The Jayhawks	Tomorrow the Green Grass	1995	V9		Essential		The full flowering of the Olson-Louris songwriting partnership built up across 'Blue Earth' and 'Hollywood Town Hall', released just before Olson's exit split the band's sound in two.
A1472	Old 97's	Wreck Your Life	1995	V9		Essential		Cements the Old 97's as the flagship Texas band of the Bloodshot Records insurgent-country roster, a scene otherwise centered on Chicago.
A1473	Scud Mountain Boys	Pine Box	1995	V9		Recommended		A product of the Northampton, Massachusetts club scene, bringing a hushed, pedal-steel version of insurgent country to New England; Joe Pernice later carried this songwriting into the Pernice Brothers.
A1474	Son Volt	Trace	1995	V9		Essential		Farrar's direct continuation of Uncle Tupelo's traditionalist wing, with original Uncle Tupelo drummer Mike Heidorn behind the kit.
A1475	Southern Culture on the Skids	Dirt Track Date	1995	V9		Essential		The commercial high point of the surf-rockabilly, pop-culture-obsessed strand of Southern insurgent rock that 'Too Much Pork for Just One Fork' established.
A1476	Waco Brothers	To the Last Dead Cowboy	1995	V9		Essential		Brings Langford's Mekons-honed punk politics directly into Chicago's country scene, helping define Bloodshot Records' insurgent-country identity from its earliest releases.
A1477	Whiskeytown	Faithless Street	1995	V9		Essential		Draws directly on Gram Parsons and the Flying Burrito Brothers' cosmic-country songbook filtered through Uncle Tupelo's insurgent-country template; feeds forward into Ryan Adams's solo run and the wider V6 alt-country lineage.
A1478	Wilco	A.M.	1995	V9	V4	Essential		The direct continuation of Tweedy's half of Uncle Tupelo; the band's own sound moved decisively past insurgent country starting with Being There, which is why later Wilco belongs in V4.
A1479	16 Horsepower	Sackcloth 'n' Ashes	1996	V9		Essential		Fuses old-time Appalachian religious music with a post-punk intensity that sounds indebted to the Gun Club and Nick Cave; Edwards carried the sound forward into Wovenhand.
A1480	The Gourds	Dem's Good Beeble	1996	V9		Recommended		Part of the Austin/Texas wing of 1990s insurgent country, mixing bluegrass and zydeco textures into the genre's usual Telecaster-and-pedal-steel vocabulary.
A1481	The Handsome Family	Milk and Scissors	1996	V9		Recommended		Continues the Sparks' gothic-storytelling songwriting from Odessa, deepening the band's standing in the darker wing of 1990s insurgent country.
A1482	Robbie Fulks	Country Love Songs	1996	V9		Essential		Draws on classic honky-tonk songcraft (Hank Williams, Buck Owens), with a deadpan wit that sounds indebted to Prine and Tom T. Hall, a direct line into the funny-sad trunk of the atlas.
A1483	Souled American	Notes Campfire	1996	V9		Deep cut		The final statement of the glacial, minimalist approach Souled American maintained across every record since 'Fe', standing apart from the rest of the Chicago insurgent-country scene by refusing its energy.
A1484	Wilco	Being There	1996	V9	V4	Essential		Follows directly from A.M. and Uncle Tupelo but is already reaching toward the more expansive indie-rock territory Wilco would fully occupy on Summerteeth and Yankee Hotel Foxtrot.
A1485	16 Horsepower	Low Estate	1997	V9		Essential		Deepens the gothic-country template of 'Sackcloth 'n' Ashes', keeping 16 Horsepower's sound apart from the more straightforward twang of the rest of the insurgent-country scene.
A1486	Bad Livers	Hogs on the Highway	1997	V9		Recommended		Marks the Bad Livers' move to Sugar Hill, a label with deeper bluegrass-world connections than their earlier home Quarterstick, while keeping the same punk-inflected string-band core.
A1487	The Bottle Rockets	24 Hours a Day	1997	V9		Recommended		The band's major-label album, extending the storytelling rock of The Brooklyn Side with a bigger budget.
A1488	The Jayhawks	Sound of Lies	1997	V9	V6	Recommended		A pivot record for the Jayhawks, made after Olson's departure pushed Louris toward a more introspective, less overtly country-rock sound that anticipates the band's 2000s work.
A1489	Old 97's	Too Far to Care	1997	V9		Essential		The full realization of the sound Bloodshot-era Old 97's built on 'Wreck Your Life', made with major-label resources but none of the polish that would follow on 'Fight Songs'.
A1490	Richard Buckner	Devotion + Doubt	1997	V9	V6	Recommended		Sounds like a push of Buckner's insurgent-country songwriting toward the more experimental, indie-adjacent sound later heard among the 2000s alt-country songwriters of V6.
A1491	Robbie Fulks	South Mouth	1997	V9		Essential		Continues the honky-tonk-with-a-smirk approach of 'Country Love Songs', pushing Fulks's traditionalist chops and satirical edge further into Bloodshot's insurgent-country identity.
A1492	Slaid Cleaves	No Angel Knows	1997	V9		Recommended		Grew out of Austin's singer-songwriter scene, working in a quiet folk-storyteller mode that sounds closer to Guy Clark and the Texas songwriter tradition than to twangy bar-band rock.
A1493	Son Volt	Straightaways	1997	V9		Recommended		A direct continuation of the traditionalist wing of Uncle Tupelo that Farrar carried into Son Volt, tightening the acoustic, folk-plain approach he first explored on 'March 16-20, 1992'.
A1494	Trailer Bride	Trailer Bride	1997	V9		Recommended		An early document of the Chapel Hill scene's own gothic-country strand, before the band moved to Bloodshot, sounding kin to the Southern-gothic wing of the Handsome Family and 16 Horsepower.
A1495	Waco Brothers	Cowboy in Flames	1997	V9		Essential		Sharpens the punk-meets-honky-tonk approach of 'To the Last Dead Cowboy' into the Waco Brothers' clearest artistic statement, cementing their role as Bloodshot's house band.
A1496	Waco Brothers	Do You Think About Me?	1997	V9		Deep cut		A companion piece to 'Cowboy in Flames' from the same prolific year, continuing the band's punk-honky-tonk hybrid at the center of Chicago's insurgent-country scene.
A1497	Whiskeytown	Strangers Almanac	1997	V9		Essential		Extends the Gram Parsons/Uncle Tupelo lineage of Faithless Street into a more widescreen alt-country sound that plays like a forerunner of the 2000s Americana wave.
A1498	Freakwater	Springtime	1998	V9		Recommended		Continues the old-time gospel and murder-ballad vocabulary Freakwater had worked in since its debut, keeping the band apart stylistically from the louder Bloodshot roster.
A1499	Golden Smog	Weird Tales	1998	V9		Recommended		Builds on the loose, collaborative chemistry of 'Down by the Old Mainstream', further cementing the ties between the Jayhawks, Wilco, and Soul Asylum camps.
A1500	The Gourds	Stadium Blitzer	1998	V9		Recommended		Continues the loose, multi-genre string-band approach of 'Dem's Good Beeble', keeping the Gourds distinct from both the punkier Bloodshot bands and the more polished Texas scene around them.
A1501	The Handsome Family	Through the Trees	1998	V9		Essential		The fullest realization of the gothic-country storytelling the Sparks had built across 'Odessa' and 'Milk and Scissors', a high-water mark for the genre's darker wing.
A1502	Jon Langford	Skull Orchard	1998	V9		Recommended		Langford's first record under his own name after founding the Mekons and Waco Brothers, extending his punk-meets-country songwriting into explicitly autobiographical territory.
A1503	The Pine Valley Cosmonauts	Salute the Majesty of Bob Wills	1998	V9		Recommended		A documented crossroads record for the Chicago insurgent-country scene, gathering Neko Case, Robbie Fulks, Kelly Hogan and Alejandro Escovedo under Jon Langford's direction to honor a shared Western-swing ancestor.
A1504	Richard Buckner	Since	1998	V9	V6	Recommended		Follows 'Devotion + Doubt' as his second MCA release and closes his major-label period; after it he moved to smaller independent labels.
A1505	The Sadies	Precious Moments	1998	V9		Recommended		Extends Bloodshot's Chicago insurgent-country roster north into Canada, bringing a spaghetti-western, instrumentally driven strand into the genre's mostly vocal-centered catalog.
A1506	Son Volt	Wide Swing Tremolo	1998	V9		Recommended		Returns to the heavier, rock-leaning side of the Uncle Tupelo split that Farrar had softened on 'Straightaways', restoring the electric surge that first defined 'Trace'.
A1507	Freakwater	End Time	1999	V9		Recommended		Closes out Freakwater's core 1990s run in the same stripped-down, old-time vocabulary established on 'Feels Like the Third Time', maintaining the band's distance from the Bloodshot cowpunk sound around it.
A1508	The Gourds	Ghosts of Hallelujah	1999	V9		Deep cut		Rounds out the Gourds' 1990s Watermelon Records trilogy, the label-defining Austin string-band strand of insurgent country distinct from Chicago's punkier scene.
A1509	Old 97's	Fight Songs	1999	V9		Recommended		Extends the Too Far to Care lineup and sound into more polished territory, a step toward the pop-leaning 'Satellite Rides' that followed.
A1510	Trailer Bride	Whine de Lune	1999	V9		Recommended		Moves Trailer Bride onto Bloodshot Records, aligning the Chapel Hill gothic-country project with the wider insurgent-country label ecosystem centered in Chicago.
A1511	Waco Brothers	Wacoworld	1999	V9		Deep cut		Maintains the punk-country hybrid Langford brought from the Mekons into Chicago's Bloodshot scene.
A1512	16 Horsepower	Secret South	2000	V9		Recommended		A transitional record between the gothic-country intensity of the band's A&M years and the folk-leaning sound of 'Folklore', staying close enough to the core sound to remain part of the insurgent-country story.
A1513	The Handsome Family	In the Air	2000	V9		Recommended		A quieter continuation of the gothic-country storytelling established across the Handsome Family's 1990s records, made just as the calendar turned into the 2000s.
A1514	The Jayhawks	Smile	2000	V9	V6	Deep cut		The end point of Gary Louris's post-Olson drift away from the band's country-rock foundations, made possible by the more experimental turn already underway on 'Sound of Lies'.
A1515	Kelly Hogan and the Pine Valley Cosmonauts	Beneath the Country Underdog	2000	V9		Recommended		Documents the close working relationship between Kelly Hogan and Jon Langford's Pine Valley Cosmonauts, part of the same tightly interconnected Chicago Bloodshot scene as the Waco Brothers and Robbie Fulks.
A1516	The Handsome Family	Twilight	2001	V9		Recommended		The last of the Handsome Family's Chicago-era run to stay firmly within the gothic-country sound of the 1990s records that made their name.
A1517	Jay Farrar	Sebastopol	2001	V9	V6	Recommended		A direct solo extension of Farrar's post-Uncle Tupelo songwriting, stretched by Drozd's more psychedelic playing into territory closer to the 2000s alt-country of V6.
A1518	Old 97's	Satellite Rides	2001	V9		Deep cut		The furthest extension of the pop turn already underway on 'Fight Songs', closing out the band's Elektra years and its clearest connection to 1990s insurgent country.
A1519	The Sadies	Tremendous Efforts	2001	V9		Recommended		Continues the cosmic, instrumentally driven strand of Bloodshot's roster that 'Precious Moments' established for the band.
A1520	Whiskeytown	Pneumonia	2001	V9	V6	Recommended		The endpoint of Whiskeytown's move away from raw Uncle Tupelo-style twang toward the polished, string-laden alt-country that carried into Ryan Adams's Heartbreaker and Gold and the wider V6 scene.
A1521	The Jayhawks	Rainy Day Music	2003	V9		Recommended		A deliberate course correction back toward the harmony-driven, guitar-based sound of the band's 1990s peak after the detour of 'Smile'.
A1522	Son Volt	Okemah and the Melody of Riot	2005	V9		Deep cut		Extends the Woody Guthrie and Dust Bowl balladry that had always run under Uncle Tupelo and Son Volt's sound, now made explicit in both subject matter and title.
A1523	Son Volt	American Central Dust	2009	V9		Deep cut		Circles back toward the acoustic, folk-plain side of the Son Volt/Uncle Tupelo lineage first heard on 'March 16-20, 1992' and 'Straightaways'.
A1524	Superchunk	Superchunk	1990	V10		Recommended		Superchunk's first album, made while Mac McCaughan and Laura Ballance were already running their new Merge label; it sounds indebted to Hüsker Dü and Buzzcocks-style hardcore-pop that the band would soon refine into their signature sound.
A1525	Superchunk	No Pocky for Kitty	1991	V10		Recommended		An Albini-recorded leap in power and focus from the scrappier debut, released through Matador alongside Pavement and Liz Phair before Superchunk returned to their own label, Merge.
A1526	Buffalo Tom	Let Me Come Over	1992	V10		Essential		Follows Buffalo Tom's J Mascis-produced debut and Birdbrain with a more fully realized version of the same emotionally direct sound, which sounds heavily indebted to Dinosaur Jr.'s guitar roar; it made the band one of Boston's defining early-1990s guitar-rock exports.
A1527	The Lemonheads	It's a Shame About Ray	1992	V10		Essential		The commercial and creative peak of the Lemonheads' evolution from Boston hardcore-pop kids (Hate Your Friends, Lovey) into major-label slacker-pop stars; much of mid-1990s alternative radio's easy jangle sounds indebted to it.
A1528	Pavement	Slanted and Enchanted	1992	V10		Essential		Grew out of Malkmus and Kannberg's Stockton four-track experiments and the Fall's off-kilter post-punk; became the foundational text for Matador's 1990s indie-rock roster and every slacker band after it.
A1529	Polvo	Cor-Crane Secret	1992	V10		Recommended		Emerged from the same Chapel Hill scene as Superchunk and Archers of Loaf but pushed further into dissonant, non-standard-tuning guitar interplay; the American math-rock underground of the mid-1990s sounds indebted to it.
A1530	Seam	Headsparks	1992	V10	V12	Recommended		Sooyoung Park's post-Bitch Magnet project, moving from the Chapel Hill scene to Chicago; its hushed-to-loud dynamic sounds closely related to the slowcore that ran alongside 1990s slacker rock.
A1531	Unrest	Imperial f.f.r.r.	1992	V10		Recommended		Built on Mark Robinson's own TeenBeat label and DC's DIY indie-pop underground, Imperial f.f.r.r. set up the more fully-realized pop songwriting of Perfect Teeth the following year.
A1532	Archers of Loaf	Icky Mettle	1993	V10		Essential	Y	A cornerstone of Chapel Hill's early-1990s indie rock boom alongside Superchunk and Polvo; its noisy melodicism sounds closely related to Pavement's, helping put North Carolina on the same map as Matador's New York roster.
A1533	Buffalo Tom	Big Red Letter Day	1993	V10		Recommended		Continues the melodic sound of Let Me Come Over into a slightly more polished, hook-forward register; it sounds close kin to Dinosaur Jr. and belongs to the same early-1990s Massachusetts scene as the Lemonheads.
A1534	Built to Spill	Ultimate Alternative Wavers	1993	V10		Deep cut		Built to Spill's debut, recorded before Martsch settled the band into a more consistent lineup; its guitar sprawl sounds indebted to Dinosaur Jr. and Neil Young, setting the stage for the more focused songwriting of There's Nothing Wrong with Love.
A1535	Eric's Trip	Love Tara	1993	V10		Recommended		A Sub Pop signing from outside the Pacific Northwest, bringing Moncton's DIY four-track scene to a wider audience; it sounds closely related to the American lo-fi underground of Sebadoh and Guided by Voices.
A1536	The Lemonheads	Come On Feel the Lemonheads	1993	V10		Recommended		Built directly on the commercial momentum of It's a Shame About Ray, representing the peak of the Lemonheads' major-label visibility before Dando's career became more erratic through the rest of the decade.
A1537	Liz Phair	Exile in Guyville	1993	V10		Essential		Grew out of Phair's Girly-Sound home cassettes and the Chicago indie scene around Urge Overkill and Material Issue, becoming a Matador Records landmark that widened the lane for candid, unglamorous female singer-songwriters in indie rock.
A1538	Pavement	Westing (By Musket and Sextant)	1993	V10		Recommended		Documents Pavement's earliest Drag City/Treble Kicker singles before they signed properly to Matador, tracing the band's move from pure noise experiment toward song.
A1539	Polvo	Today's Active Lifestyles	1993	V10		Deep cut		A deeper dive into the dissonant, drone-influenced guitar language Polvo introduced on Cor-Crane Secret, part of Merge Records' broader 1990s roster alongside Superchunk and Butterglory.
A1540	Seam	The Problem with Me	1993	V10	V12	Recommended		Seam's move to Touch and Go deepened their hushed, deliberate sound; later Midwest emo and slowcore bands sound indebted to that patient quiet-loud approach.
A1541	Small Factory	I Do Not Love You	1993	V10		Deep cut		A spinART Records act working in the same lo-fi, DIY-network indie-rock underground as Unrest, Pavement and Guided by Voices.
A1542	The Spinanes	Manos	1993	V10		Recommended		A Sub Pop signing that stood apart from the label's grunge reputation; its stripped guitar-and-drums format sounds like a forerunner of the minimalist arrangements of later indie duos.
A1543	Superchunk	On the Mouth	1993	V10		Recommended		The final Matador-era Superchunk album before the band moved entirely to their own Merge Records, bridging their raw early sound and the more melodic songwriting of the mid-1990s run.
A1544	Tsunami	Deep End	1993	V10		Deep cut		Grew directly out of DC's DIY and Simple Machines label ecosystem, connecting the loud-soft dynamics of grunge-era indie rock to the feminist indie-pop underground Toomey and Thomson helped build.
A1545	Unrest	Perfect Teeth	1993	V10		Essential		The culmination of Unrest's evolution from noisy DC post-punk toward clean, hook-driven indie pop, released on 4AD; the twee and indie-pop scenes that followed sound indebted to it.
A1546	Yo La Tengo	Painful	1993	V10		Essential		Yo La Tengo's first album for Matador Records and the first to fully settle the Kaplan-Hubley-McNew trio sound, marking the true beginning of the band's classic 1990s run into Electr-O-Pura and beyond.
A1547	Built to Spill	There's Nothing Wrong with Love	1994	V10		Essential		The record that established Built to Spill's mature sound and led to the band's major-label deal for Perfect from Now On; its guitar tone and conversational songwriting sound related to Dinosaur Jr. and Pavement.
A1548	Butterglory	Crumble	1994	V10		Deep cut		On the Merge Records roster alongside Superchunk and the Karl Hendricks Trio; Butterglory's Lawrence, Kansas lo-fi sounds akin to Pavement and Guided by Voices.
A1549	Eric's Trip	Forever Again	1994	V10		Recommended		Continues Eric's Trip's fusion of Maritime Canadian DIY recording culture with the American lo-fi movement, extending Love Tara's approach into the band's most commercially visible moment.
A1550	The Grifters	Crappin' You Negative	1994	V10		Essential		The clearest statement of the Grifters' Memphis lo-fi sound on the local Shangri-La label; it shares the era's noisy-pop vocabulary with Pavement and Guided by Voices while staying rooted in Southern grit.
A1551	The Halo Benders	God Don't Make No Junk	1994	V10		Deep cut		Connects Boise's Built to Spill directly to Olympia's K Records lo-fi scene through Doug Martsch and Calvin Johnson's shared project, linking two of the decade's key regional indie hubs.
A1552	Liz Phair	Whip-Smart	1994	V10		Recommended		Liz Phair's second album, following up the acclaimed Exile in Guyville with a more commercially aimed but still Matador-rooted record from the same Chicago indie scene.
A1553	Pavement	Crooked Rain, Crooked Rain	1994	V10		Essential	Y	Built directly on Slanted and Enchanted's lo-fi template but points toward the more song-focused American indie rock of the later 1990s.
A1554	Silkworm	Libertine	1994	V10		Recommended		Recorded during Silkworm's Missoula-to-Seattle years just before Phelps' departure, Libertine is the transitional record between the band's rougher early sound and the more streamlined Matador albums that followed.
A1555	Superchunk	Foolish	1994	V10		Essential		Superchunk's first album fully self-released on their own Merge Records, marking a deliberate slowdown from the hardcore-pop of On the Mouth toward the more emotionally direct songwriting that defined their mid-1990s work.
A1556	Thinking Fellers Union Local 282	Strangers from the Universe	1994	V10		Deep cut		On Matador Records alongside Pavement and Yo La Tengo; its experimental San Francisco lo-fi sits in the same national indie-rock conversation by label and era.
A1557	Trumans Water	Godspeed the Punchline	1994	V10		Deep cut		A Homestead Records band from San Diego's noisy underground; its fractured lo-fi sounds akin to the noisier sides of Pavement and Sebadoh, pushed toward a harsher extreme.
A1558	Tsunami	The Heart's Tremolo	1994	V10		Deep cut		Continues Tsunami's Simple Machines run, part of the same DC-area indie underground that included Unrest, extending the loud-soft, dual-guitar songwriting of the debut into more assured territory.
A1559	Versus	The Stars Are Insane	1994	V10		Recommended		Released on Mark Robinson's DC label TeenBeat while the band worked out of New York's early-1990s indie underground, blending grunge dynamics with jangle-pop melody ahead of the band's later Caroline Records albums.
A1560	Archers of Loaf	Vee Vee	1995	V10		Recommended		Pushes the noisy melodicism of Icky Mettle toward harder-edged post-hardcore and noise rock, a move that anticipated the heavier turn of other Southern indie bands later in the decade.
A1561	Caustic Resin	Fly Me to the Moon	1995	V10		Deep cut		A Boise band tied to Built to Spill through Brett Netson, who also played guitar in that band; its heavy fuzz sounds indebted to Crazy Horse.
A1562	Chavez	Gone Glimmering	1995	V10		Recommended		Part of Matador's mid-1990s roster alongside Pavement and Liz Phair, but pointed toward a tighter, riff-driven sound that sounds related to Helmet-era post-hardcore and to later guitar-heavy indie rock.
A1563	Helium	The Dirt of Luck	1995	V10		Recommended		Timony came to Helium from the DC band Autoclave, and the band grew out of Boston's early-1990s indie underground; it sits in Matador's mid-decade wave of women-led indie rock alongside Liz Phair.
A1564	Number One Cup	Possum Trot Plan	1995	V10		Deep cut		A Flydaddy Records band from Chicago's '90s indie scene; its songwriting sounds indebted to Pavement, pushed toward tighter power-pop arrangements.
A1565	Pavement	Wowee Zowee	1995	V10		Recommended		A deliberate swerve away from the college-rock accessibility of Crooked Rain, Crooked Rain, closer in spirit to the era's lo-fi underground (Sebadoh, Guided by Voices) than to Pavement's own prior record.
A1566	Seam	Are You Driving Me Crazy?	1995	V10	V12	Deep cut		Continues Seam's Touch and Go run of hushed, deliberate indie rock from Chicago; it sounds closely related to the era's slowcore and early emo.
A1567	Superchunk	Here's Where the Strings Come In	1995	V10		Essential		Consolidates the melodic songwriting Foolish introduced into Superchunk's fastest, most durable album, cementing Merge Records' identity alongside labelmates like Polvo and the Magnetic Fields.
A1568	Trumans Water	Milktrain to Paydirt	1995	V10		Deep cut		Continues Trumans Water's run on Homestead Records; its noisy, DIY sound resembles the noise-rock side of early Pavement taken further.
A1569	Yo La Tengo	Electr-O-Pura	1995	V10		Essential		Continues the full-band songwriting approach Painful established, deepening Yo La Tengo's reputation as critics' favorites ahead of the even more eclectic I Can Hear the Heart Beating as One.
A1570	Archers of Loaf	All the Nation's Airports	1996	V10		Recommended		Follows Vee Vee's noisier turn with a more melodic record, and sounds of a piece with the wider mid-1990s move by indie bands toward cleaner studio sound.
A1571	Butterglory	Are You Building a Temple in Heaven?	1996	V10		Deep cut		A Merge labelmate of Superchunk and the Karl Hendricks Trio; its Lawrence, Kansas lo-fi pop sounds indebted to the slacker-pop vocabulary Pavement and GBV were mining.
A1572	Chavez	Ride the Fader	1996	V10		Recommended		The heavier, more muscular follow-up to Gone Glimmering, closing out Chavez's brief Matador run; later post-hardcore and noise-rock revival bands sound indebted to its harmonized riffing.
A1573	The Grifters	Ain't My Lookout	1996	V10		Recommended		Follows Crappin' You Negative with a cleaner sound as the Grifters moved to Sub Pop, of a piece with the mid-1990s wave of lo-fi bands stepping up to bigger indie labels.
A1574	Heatmiser	Mic City Sons	1996	V10		Recommended		The culmination of Heatmiser's Portland run, notable in hindsight as the record where Elliott Smith's solo songwriting voice first became clearly distinct from the band's heavier, Neil Gust-driven material.
A1575	The Karl Hendricks Trio	For a While, It Was Funny	1996	V10		Deep cut		A Merge Records band in the same era as Superchunk and Butterglory; its confessional, self-deprecating Pittsburgh bar-rock sounds akin to the wider Matador/Merge indie rock of the time.
A1576	Modest Mouse	This Is a Long Drive for Someone with Nothing to Think About	1996	V10		Recommended		Modest Mouse's debut on Seattle's Up Records, drawing on the same Pacific Northwest indie underground as Built to Spill and Modest Mouse's own later major-label work.
A1577	Polvo	Exploded Drawing	1996	V10		Recommended		Polvo's move from Merge to Touch and Go coincided with a more psychedelic, drone-influenced direction, aligning them with the label's other angular, adventurous 1990s bands like Silkworm and the Jesus Lizard.
A1578	Silkworm	Firewater	1996	V10		Recommended		Formed from the band's Missoula-to-Seattle relocation, Firewater is Silkworm's step up to Matador Records alongside labelmates Pavement and Yo La Tengo, cementing their move from regional to national indie profile.
A1579	The Spinanes	Strand	1996	V10		Deep cut		Continues the Spinanes' minimalist approach on Sub Pop, and sounds of a piece with the era's interest in stripped-down, unconventional band lineups such as Quasi.
A1580	Spoon	Telephono	1996	V10		Recommended		Spoon's Matador debut, sounding indebted to Pixies- and Wire-style post-punk before the band moved through Elektra to Merge and refined their sound into the minimalism of Girls Can Tell.
A1581	Versus	Secret Swingers	1996	V10		Recommended		Continues Versus's move from the DIY TeenBeat scene to the larger Caroline Records roster, part of New York's mid-1990s indie-rock underground alongside Chavez and Cell.
A1582	The Wrens	Secaucus	1996	V10		Deep cut		The Wrens' second Grass Records album, part of the mid-1990s New Jersey indie underground, later overshadowed by the band's prolonged, much-delayed follow-up The Meadowlands.
A1583	Beulah	Handsome Western States	1997	V10		Deep cut		Released on the Elephant 6 Recording Company and sharing that collective's homemade psych-pop instincts; its guitar pop sounds akin to the wider '90s indie underground around Pavement and Grandaddy.
A1584	Built to Spill	Perfect from Now On	1997	V10		Essential		Built to Spill's first Warner Bros. album, expanding the guitar interplay of There's Nothing Wrong with Love into extended, Crazy Horse-scale songs; later indie bands comfortable with long, unhurried guitar rock sound indebted to it.
A1585	Grandaddy	Under the Western Freeway	1997	V10		Recommended		Grandaddy's Modesto-recorded debut, sounding indebted to the slacker-rock and lo-fi vocabulary of Built to Spill and Pavement while introducing the analog-synth melancholy that would define The Sophtware Slump.
A1586	Helium	The Magic City	1997	V10		Deep cut		A deliberate stylistic swerve from The Dirt of Luck's noise-pop toward keyboard-driven art rock; its medieval and fantasy leanings sound like a first sketch of Mary Timony's later solo records.
A1587	Modest Mouse	The Lonesome Crowded West	1997	V10		Essential		The high point of Modest Mouse's Up Records period and a clear statement of the Pacific Northwest strain of 1990s indie rock before the band's jump to Epic for The Moon & Antarctica.
A1588	Number One Cup	Wrecked by Lions	1997	V10		Deep cut		Number One Cup's second Flydaddy release, part of the same mid-'90s Chicago indie-rock scene that also produced labelmates and Pavement-adjacent power-pop bands nationally.
A1589	Pavement	Brighten the Corners	1997	V10		Recommended		A return to song-length discipline after Wowee Zowee's sprawl, closer in feel to Crooked Rain, Crooked Rain and pointing toward Malkmus's more polished solo work after the band's split.
A1590	Silkworm	Developer	1997	V10		Deep cut		The last Silkworm album on Matador before the band's move to Touch and Go Records for Blueblood, continuing the lean, literate guitar-rock style the band built out of Missoula and Seattle's underground scenes.
A1591	Superchunk	Indoor Living	1997	V10		Recommended		A deliberate slowdown and studio expansion from the punchy mid-1990s run, setting up the more orchestrated, Jim O'Rourke-produced sound of Come Pick Me Up two years later.
A1592	The Van Pelt	Sultans of Sentiment	1997	V10		Deep cut		A Gern Blandsten Records band from the New York/New Jersey underground; its talk-sung storytelling sounds akin to Silkworm, pushed in a more angular, post-punk direction.
A1593	Yo La Tengo	I Can Hear the Heart Beating as One	1997	V10		Essential		The fullest synthesis of Yo La Tengo's stylistic range to date, cementing the band's standing as one of American 1990s indie rock's most admired and enduring bands.
A1594	764-HERO	Get Here and Stay	1998	V10		Deep cut		An Up Records band alongside Built to Spill and Modest Mouse; its loose Pacific Northwest indie rock sounds akin to those labelmates.
A1595	Archers of Loaf	White Trash Heroes	1998	V10		Deep cut		A late, more experimental swerve from a band that had helped define 1990s Chapel Hill indie rock; it sounds closer in mood to the era's darker post-hardcore than to the band's earlier slacker-pop.
